AnimalType,SexUponOutcome,AgeUponOutcome,Breed1,Breed2,Color,Outcome
Dog,Spayed Female,120,Australian Kelpie Mix,Australian Kelpie Mix,Black/White,Adoption/
Dog,Spayed Female,1095,Shih Tzu,Shih Tzu,Brown/White,Return_to_owner/
Dog,Spayed Female,1825,Chihuahua Shorthair,Chihuahua Shorthair,Tricolor,Return_to_owner/
Dog,Neutered Male,1095,Pit Bull Mix,Pit Bull Mix,Brown/White,Transfer/Partner
Dog,Spayed Female,3285,Dachshund,Dachshund,Red,Adoption/
Dog,Neutered Male,1095,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Return_to_owner/
Dog,Unknown,28,Border Collie Mix,Border Collie Mix,Black/White,Transfer/Partner
Dog,Intact Female,730,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,Euthanasia/Suffering
Cat,Intact Male,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby/White,Euthanasia/Suffering
Cat,Neutered Male,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Adoption/
Dog,Spayed Female,2555,Brittany Mix,Brittany Mix,White/Red,Return_to_owner/
Cat,Intact Male,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/Partner
Dog,Neutered Male,2555,Jack Russell Terrier Mix,Jack Russell Terrier Mix,White/Tan,Return_to_owner/
Cat,Intact Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Transfer/Partner
Cat,Neutered Male,1095,Maine Coon Mix,Maine Coon Mix,Brown Tabby,Adoption/Foster
Cat,Intact Male,60,Domestic Longhair Mix,Domestic Longhair Mix,White/Black,Transfer/Partner
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Adoption/
Dog,Spayed Female,1825,Jack Russell Terrier,Chihuahua Shorthair,White/Brown,Return_to_owner/
Cat,Intact Male,300,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue/White,Transfer/SCRP
Cat,Neutered Male,365,Domestic Medium Hair Mix,Domestic Medium Hair Mix,White/Cream Tabby,Adoption/Foster
Cat,Intact Male,14,Domestic Shorthair Mix,Domestic Shorthair Mix,White/Blue,Transfer/Partner
Cat,Neutered Male,730,Siamese Mix,Siamese Mix,Flame Point,Transfer/Partner
Cat,Intact Male,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Euthanasia/Suffering
Dog,Neutered Male,1095,Bloodhound Mix,Bloodhound Mix,Red/Black,Adoption/
Cat,Intact Female,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/SCRP
Cat,Intact Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,others
Dog,Neutered Male,60,Border Collie Mix,Border Collie Mix,Black/White,Transfer/Partner
Cat,Unknown,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/SCRP
Dog,Spayed Female,300,Boxer Mix,Boxer Mix,Fawn/White,Adoption/
Dog,Neutered Male,1825,German Shepherd Mix,German Shepherd Mix,Black/Brown,Transfer/Partner
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Adoption/
Cat,Intact Female,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby,Transfer/Partner
Dog,Neutered Male,730,Pit Bull,Pit Bull,Tan/White,Adoption/
Dog,Neutered Male,60,Labrador Retriever,Pit Bull,Tan,Adoption/
Dog,Neutered Male,150,Pit Bull Mix,Pit Bull Mix,Brown/White,Adoption/
Dog,Neutered Male,365,Catahoula,Whippet,Brown,Transfer/Partner
Cat,Unknown,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Cat,Intact Male,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Transfer/Partner
Cat,Neutered Male,365,Domestic Longhair Mix,Domestic Longhair Mix,Orange,Return_to_owner/
Dog,Neutered Male,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown/White,Adoption/
Cat,Neutered Male,1460,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue/White,Transfer/Partner
Dog,Neutered Male,330,Australian Shepherd Mix,Australian Shepherd Mix,Blue Merle/Tan,Return_to_owner/
Dog,Intact Female,3650,Rottweiler Mix,Rottweiler Mix,Black/Tan,Euthanasia/Suffering
Dog,Neutered Male,365,American Pit Bull Terrier Mix,American Pit Bull Terrier Mix,Black/White,Adoption/
Dog,Intact Male,1095,Labrador Retriever Mix,Labrador Retriever Mix,Blue/White,Transfer/Partner
Cat,Spayed Female,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/Foster
Dog,Spayed Female,150,German Shepherd Mix,German Shepherd Mix,Black/Brown,Return_to_owner/
Dog,Intact Male,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Transfer/Partner
Cat,Intact Female,4380,Siamese Mix,Siamese Mix,Lilac Point,Transfer/Partner
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Adoption/
Cat,Spayed Female,60,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Black,Adoption/Foster
Dog,Neutered Male,2190,Dachshund Mix,Dachshund Mix,Tricolor,Return_to_owner/
Cat,Spayed Female,90,Siamese Mix,Siamese Mix,Calico Point,Adoption/Foster
Cat,Neutered Male,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/SCRP
Dog,Spayed Female,1095,Pit Bull Mix,Pit Bull Mix,White/Brown,Return_to_owner/
Cat,Intact Female,1825,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Euthanasia/Suffering
Dog,Spayed Female,730,German Shepherd Mix,German Shepherd Mix,Red/Black,Adoption/
Dog,Intact Male,90,Labrador Retriever Mix,Labrador Retriever Mix,Black,Transfer/Partner
Dog,Spayed Female,120,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown/White,Adoption/
Dog,Spayed Female,3285,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Return_to_owner/
Cat,Spayed Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,others
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/
Dog,Neutered Male,365,German Shepherd Mix,German Shepherd Mix,Tan/Black,Adoption/
Dog,Intact Female,365,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Brown/Black,Transfer/Partner
Cat,Intact Male,28,Domestic Shorthair,Domestic Shorthair,Blue/White,Transfer/Partner
Cat,Unknown,240,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Transfer/SCRP
Dog,Spayed Female,730,German Shepherd,Siberian Husky,Sable,Return_to_owner/
Cat,Intact Female,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Transfer/SCRP
Cat,Intact Female,3650,Siamese Mix,Siamese Mix,Seal Point/Brown,Return_to_owner/
Dog,Neutered Male,330,Flat Coat Retriever Mix,Flat Coat Retriever Mix,Black/White,Adoption/
Cat,Intact Male,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby,Transfer/Partner
Dog,Spayed Female,365,Irish Terrier Mix,Irish Terrier Mix,Black/Tan,Transfer/Partner
Dog,Intact Male,4015,Beagle Mix,Beagle Mix,Tan/White,Return_to_owner/
Cat,Intact Male,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Cat,Spayed Female,90,Domestic Longhair Mix,Domestic Longhair Mix,Brown Tabby,Transfer/Partner
Dog,Spayed Female,330,American Pit Bull Terrier Mix,American Pit Bull Terrier Mix,Black/White,Transfer/Partner
Cat,Intact Male,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue/White,Adoption/
Cat,Intact Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Adoption/
Dog,Neutered Male,1095,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan/White,Transfer/Partner
Dog,Spayed Female,730,Pit Bull Mix,Pit Bull Mix,Brown/White,Transfer/Partner
Dog,Spayed Female,1095,Labrador Retriever Mix,Labrador Retriever Mix,Yellow,Adoption/
Dog,Neutered Male,1825,Pit Bull Mix,Pit Bull Mix,Blue/White,Return_to_owner/
Dog,Intact Male,60,Mastiff,Chinese Sharpei,White/Black,Transfer/Partner
Dog,Neutered Male,3285,Boxer Mix,Boxer Mix,Tan/White,Return_to_owner/
Cat,Intact Female,4,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Transfer/Partner
Cat,Intact Female,3,Manx Mix,Manx Mix,Tortie,Transfer/Partner
Dog,Neutered Male,365,Chihuahua Shorthair,Pembroke Welsh Corgi,Brown/White,Transfer/Partner
Cat,Spayed Female,180,Siamese Mix,Siamese Mix,Lynx Point,Transfer/Partner
Cat,Intact Male,180,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Transfer/SCRP
Cat,Spayed Female,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Return_to_owner/
Dog,Spayed Female,730,Border Collie Mix,Border Collie Mix,Black/White,Return_to_owner/
Dog,Spayed Female,1095,Rat Terrier Mix,Rat Terrier Mix,White/Tricolor,Transfer/Partner
Dog,Intact Male,120,Greyhound,Greyhound,Tan/White,Transfer/Partner
Dog,Spayed Female,300,Pit Bull Mix,Pit Bull Mix,Blue/White,Adoption/
Cat,Neutered Male,90,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue Tabby/White,Adoption/Foster
Cat,Intact Male,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Euthanasia/Suffering
Cat,Spayed Female,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Adoption/
Cat,Intact Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/SCRP
Dog,Neutered Male,1095,Labrador Retriever,Chow Chow,Black,Adoption/
Dog,Spayed Female,365,Queensland Heeler,Pointer,Blue Tick,Adoption/
Dog,Neutered Male,2920,Cardigan Welsh Corgi,Cardigan Welsh Corgi,Tricolor,Transfer/Partner
Cat,Spayed Female,1095,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Adoption/
Dog,Neutered Male,730,Pit Bull,Boxer,Red/White,Adoption/
Cat,Intact Male,14,Domestic Shorthair Mix,Domestic Shorthair Mix,White/Cream Tabby,Transfer/Partner
Cat,Intact Male,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Transfer/SCRP
Cat,Spayed Female,365,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Calico,Transfer/Partner
Dog,Spayed Female,730,Finnish Spitz,Finnish Spitz,Red,Adoption/
Cat,Neutered Male,120,Domestic Shorthair Mix,Domestic Shorthair Mix,White/Orange Tabby,Transfer/Partner
Dog,Spayed Female,240,Labrador Retriever Mix,Labrador Retriever Mix,Black,Return_to_owner/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/Foster
Dog,Neutered Male,365,Pit Bull Mix,Pit Bull Mix,Black,Return_to_owner/
Dog,Neutered Male,365,Pit Bull Mix,Pit Bull Mix,White/Chocolate,Adoption/
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/
Cat,Unknown,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Dog,Spayed Female,1460,Flat Coat Retriever Mix,Flat Coat Retriever Mix,Black/White,Return_to_owner/
Dog,Intact Male,60,Labrador Retriever,Rottweiler,Black,Transfer/Partner
Dog,Intact Female,1825,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Transfer/Partner
Cat,Neutered Male,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Adoption/
Dog,Intact Male,1095,Labrador Retriever Mix,Labrador Retriever Mix,White,Return_to_owner/
Dog,Spayed Female,1825,Miniature Poodle Mix,Miniature Poodle Mix,White,Return_to_owner/
Dog,Neutered Male,240,Cairn Terrier Mix,Cairn Terrier Mix,Black/Tan,Adoption/
Cat,Intact Female,1095,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Brown Tabby,Transfer/SCRP
Dog,Spayed Female,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown/White,Adoption/
Cat,Neutered Male,60,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Brown Tabby,Adoption/Foster
Dog,Neutered Male,120,Labrador Retriever Mix,Labrador Retriever Mix,Tan/White,Transfer/Partner
Dog,Spayed Female,180,Miniature Schnauzer,Miniature Poodle,Gray,Transfer/Partner
Dog,Neutered Male,365,Miniature Pinscher,Chihuahua Shorthair,Black/Brown,Adoption/
Cat,Spayed Female,240,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Adoption/
Cat,Neutered Male,4745,Domestic Longhair Mix,Domestic Longhair Mix,Brown Tabby/White,Transfer/Partner
Dog,Neutered Male,1460,Shih Tzu Mix,Shih Tzu Mix,White/Tan,Return_to_owner/
Dog,Spayed Female,180,Blue Lacy Mix,Blue Lacy Mix,Fawn,Adoption/
Dog,Neutered Male,300,Pit Bull Mix,Pit Bull Mix,Tan,Adoption/
Cat,Intact Female,28,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Transfer/Partner
Cat,Spayed Female,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/Foster
Cat,Neutered Male,60,Siamese Mix,Siamese Mix,Blue Point/White,Adoption/
Dog,Spayed Female,150,Dachshund,Dachshund,Black,Adoption/
Dog,Intact Male,730,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Red,Transfer/Partner
Dog,Spayed Female,730,Black,Tan Hound Mix,Black/Tan,Transfer/Partner
Dog,Spayed Female,730,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Yellow,Return_to_owner/
Dog,Spayed Female,4745,Shetland Sheepdog Mix,Shetland Sheepdog Mix,Sable,Euthanasia/Suffering
Dog,Neutered Male,1460,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,White/Brown,Transfer/Partner
Cat,Unknown,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Return_to_owner/
Dog,Neutered Male,1825,Boxer Mix,Boxer Mix,Brown Brindle/White,Adoption/
Cat,Neutered Male,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby,Adoption/
Dog,Spayed Female,150,Catahoula Mix,Catahoula Mix,Blue Merle/White,Adoption/
Dog,Spayed Female,240,Rat Terrier Mix,Rat Terrier Mix,White/Black,Adoption/
Dog,Spayed Female,730,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown/White,Adoption/
Dog,Neutered Male,150,Chihuahua Shorthair,Jack Russell Terrier,Brown/White,Transfer/Partner
Dog,Neutered Male,4380,Boston Terrier Mix,Boston Terrier Mix,Black/White,Return_to_owner/
Dog,Intact Male,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown/Black,Return_to_owner/
Dog,Neutered Male,2190,Cairn Terrier Mix,Cairn Terrier Mix,Sable,Adoption/Foster
Dog,Intact Male,1460,Pit Bull,Pit Bull,Blue/White,Transfer/Partner
Dog,Spayed Female,1095,American Bulldog,American Bulldog,White/Brown Brindle,Return_to_owner/
Dog,Spayed Female,1825,Boxer Mix,Boxer Mix,Red/White,Return_to_owner/
Cat,Intact Male,120,Domestic Longhair Mix,Domestic Longhair Mix,Orange Tabby/White,Transfer/SCRP
Cat,Unknown,28,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Transfer/Partner
Dog,Neutered Male,730,American Bulldog Mix,American Bulldog Mix,White/Gray,Adoption/
Cat,Neutered Male,1095,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Transfer/Partner
Cat,Intact Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Cat,Intact Female,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Euthanasia/Suffering
Cat,Spayed Female,60,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Tortie,Adoption/
Dog,Neutered Male,1095,Pug,Beagle,Brown Brindle/White,Adoption/
Dog,Neutered Male,300,Chihuahua Shorthair,Beagle,Buff/White,Adoption/
Cat,Spayed Female,90,Abyssinian Mix,Abyssinian Mix,Brown Tabby,Adoption/
Dog,Spayed Female,3650,Pit Bull Mix,Pit Bull Mix,Brown,Return_to_owner/
Dog,Neutered Male,5840,German Shepherd Mix,German Shepherd Mix,Black,Return_to_owner/
Cat,Neutered Male,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Silver Tabby/White,Adoption/
Cat,Neutered Male,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Transfer/Partner
Cat,Neutered Male,3650,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Euthanasia/Suffering
Cat,Intact Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/SCRP
Dog,Intact Female,1460,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown/White,Transfer/Partner
Cat,Intact Female,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Cat,Neutered Male,4380,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Return_to_owner/
Dog,Spayed Female,300,Border Collie Mix,Border Collie Mix,White/Black,Adoption/
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby/White,Adoption/Foster
Dog,Neutered Male,90,Blue Lacy Mix,Blue Lacy Mix,Blue/White,Adoption/
Dog,Intact Male,30,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,White/Cream,Euthanasia/Suffering
Cat,Spayed Female,240,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Transfer/Partner
Dog,Neutered Male,2920,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan/White,Return_to_owner/
Cat,Unknown,2,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Cat,Intact Female,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Euthanasia/Suffering
Dog,Neutered Male,2555,Bluetick Hound,Bluetick Hound,Blue Tick/Black,Transfer/Partner
Cat,Unknown,1,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Dog,Neutered Male,365,Labrador Retriever,Australian Cattle Dog,Brown/White,Adoption/
Cat,Intact Male,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Dog,Spayed Female,150,German Shepherd Mix,German Shepherd Mix,Black/Tan,Adoption/
Cat,Spayed Female,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/Partner
Dog,Spayed Female,60,Cocker Spaniel Mix,Cocker Spaniel Mix,White/Black,Adoption/
Cat,Neutered Male,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/Foster
Dog,Neutered Male,1095,Pomeranian Mix,Pomeranian Mix,Brown,Adoption/
Cat,Intact Male,365,Domestic Longhair Mix,Domestic Longhair Mix,Brown Tabby/White,Transfer/SCRP
Cat,Intact Male,28,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Transfer/Partner
Dog,Neutered Male,60,Pit Bull Mix,Pit Bull Mix,Fawn/White,Transfer/Partner
Cat,Intact Female,14,Domestic Shorthair Mix,Domestic Shorthair Mix,White,Transfer/Partner
Dog,Spayed Female,240,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Fawn,Adoption/
Dog,Neutered Male,1095,Pit Bull Mix,Pit Bull Mix,Brown Brindle/White,Euthanasia/Aggressive
Cat,Unknown,14,Domestic Shorthair Mix,Domestic Shorthair Mix,White/Black,Transfer/Partner
Dog,Neutered Male,730,Pit Bull Mix,Pit Bull Mix,Cream/White,Adoption/
Cat,Intact Female,28,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Brown Tabby/Gray,Transfer/Partner
Dog,Neutered Male,1825,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan/White,Return_to_owner/
Dog,Intact Male,30,Labrador Retriever,Plott Hound,Black Brindle/White,Transfer/Partner
Dog,Neutered Male,120,Dachshund Wirehair Mix,Dachshund Wirehair Mix,Black/Tan,Transfer/Partner
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Adoption/
Dog,Spayed Female,730,Pit Bull,Weimaraner,Blue,Return_to_owner/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Adoption/Foster
Dog,Spayed Female,730,Pit Bull Mix,Pit Bull Mix,Blue/White,Adoption/
Dog,Neutered Male,60,Pointer Mix,Pointer Mix,White/Brown,Adoption/
Dog,Neutered Male,365,Labrador Retriever,Labrador Retriever,Brown,Adoption/Offsite
Cat,Intact Female,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue/White,Transfer/Partner
Dog,Unknown,365,Cairn Terrier Mix,Cairn Terrier Mix,Brown,Transfer/Partner
Cat,Intact Female,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Transfer/Partner
Dog,Spayed Female,365,Siberian Husky Mix,Siberian Husky Mix,Brown/White,Adoption/
Cat,Neutered Male,3650,Persian,Persian,White,Adoption/
Dog,Spayed Female,365,Dachshund,Beagle,White/Brown,Adoption/
Dog,Neutered Male,365,Rat Terrier,Jack Russell Terrier,Tricolor,Transfer/Partner
Dog,Neutered Male,1825,Beagle,Beagle,Tricolor,Return_to_owner/
Dog,Neutered Male,1095,Boxer Mix,Boxer Mix,Brown Brindle,Return_to_owner/
Dog,Spayed Female,3650,Norfolk Terrier,Chihuahua Shorthair,White,Return_to_owner/
Cat,Intact Male,1460,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/SCRP
Cat,Neutered Male,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Adoption/
Cat,Neutered Male,4015,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Orange Tabby/White,Return_to_owner/
Cat,Spayed Female,180,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,White/Orange Tabby,Adoption/
Dog,Neutered Male,730,American Bulldog Mix,American Bulldog Mix,White/Tan,Adoption/
Dog,Neutered Male,730,Chinese Sharpei,Chinese Sharpei,White/Tan,Transfer/Partner
Cat,Spayed Female,4015,Pixiebob Shorthair Mix,Pixiebob Shorthair Mix,Brown Tabby,Adoption/Foster
Cat,Intact Male,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/Partner
Cat,Neutered Male,4380,Himalayan Mix,Himalayan Mix,Seal Point,Euthanasia/Suffering
Dog,Intact Female,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black/Tan,Transfer/Partner
Cat,Spayed Female,4745,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Adoption/
Dog,Intact Female,365,Maltese Mix,Maltese Mix,White,Transfer/Partner
Cat,Intact Female,21,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue Tabby,Transfer/Partner
Dog,Spayed Female,1095,Yorkshire Terrier Mix,Yorkshire Terrier Mix,Tan,Return_to_owner/
Dog,Intact Male,2190,Pug Mix,Pug Mix,Brown,Return_to_owner/
Cat,Intact Female,4380,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,others
Cat,Intact Male,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Transfer/Partner
Cat,Intact Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Cat,Unknown,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Cat,Spayed Female,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/Foster
Dog,Neutered Male,730,Chihuahua Shorthair,Dachshund,Black/Tan,Adoption/
Cat,Neutered Male,730,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Orange Tabby/White,Transfer/Partner
Cat,Spayed Female,150,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Dog,Spayed Female,1825,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown/Black,Return_to_owner/
Dog,Neutered Male,730,Chihuahua Shorthair,Pug,Black,Adoption/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Adoption/
