N1,C1,N2,C2,N3,C3,N4,C4,N5,C5,N1N2,N1N3,N1N4,N1N5,N2N3,N2N4,N2N5,N3n4,N3N5,N4N5,C1C2,C1C3,C1C4,C1C5,C2C3,C2C4,C2C5,C3C4,C3C5,C4C5,Classe
V4,V11,V1,V5,V3,V4,V3,V13,V2,V13,V4V1,V4V3,V4V3,V4V2,V1V3,V1V3,V1V2,V3V3,V3V2,V3V2,V11V5,V11V4,V11V13,V11V13,V5V4,V5V13,V5V13,V4V13,V4V13,V13V13, c1
V1,V12,V2,V2,V4,V9,V1,V11,V1,V7,V1V2,V1V4,V1V1,V1V1,V2V4,V2V1,V2V1,V4V1,V4V1,V1V1,V12V2,V12V9,V12V11,V12V7,V2V9,V2V11,V2V7,V9V11,V9V7,V11V7, c0
V3,V6,V4,V13,V2,V6,V2,V9,V4,V3,V3V4,V3V2,V3V2,V3V4,V4V2,V4V2,V4V4,V2V2,V2V4,V2V4,V6V13,V6V6,V6V9,V6V3,V13V6,V13V9,V13V3,V6V9,V6V3,V9V3, c1
V2,V3,V4,V3,V3,V12,V1,V11,V4,V12,V2V4,V2V3,V2V1,V2V4,V4V3,V4V1,V4V4,V3V1,V3V4,V1V4,V3V3,V3V12,V3V11,V3V12,V3V12,V3V11,V3V12,V12V11,V12V12,V11V12, c2
V1,V9,V3,V3,V1,V6,V4,V1,V4,V7,V1V3,V1V1,V1V4,V1V4,V3V1,V3V4,V3V4,V1V4,V1V4,V4V4,V9V3,V9V6,V9V1,V9V7,V3V6,V3V1,V3V7,V6V1,V6V7,V1V7, c0
V1,V7,V1,V10,V4,V2,V3,V4,V3,V9,V1V1,V1V4,V1V3,V1V3,V1V4,V1V3,V1V3,V4V3,V4V3,V3V3,V7V10,V7V2,V7V4,V7V9,V10V2,V10V4,V10V9,V2V4,V2V9,V4V9, c0
V3,V12,V4,V3,V1,V8,V3,V3,V2,V10,V3V4,V3V1,V3V3,V3V2,V4V1,V4V3,V4V2,V1V3,V1V2,V3V2,V12V3,V12V8,V12V3,V12V10,V3V8,V3V3,V3V10,V8V3,V8V10,V3V10, c1
V2,V6,V4,V4,V3,V11,V2,V8,V4,V8,V2V4,V2V3,V2V2,V2V4,V4V3,V4V2,V4V4,V3V2,V3V4,V2V4,V6V4,V6V11,V6V8,V6V8,V4V11,V4V8,V4V8,V11V8,V11V8,V8V8, c1
V1,V8,V3,V12,V4,V4,V1,V10,V3,V11,V1V3,V1V4,V1V1,V1V3,V3V4,V3V1,V3V3,V4V1,V4V3,V1V3,V8V12,V8V4,V8V10,V8V11,V12V4,V12V10,V12V11,V4V10,V4V11,V10V11, c0
V3,V13,V4,V13,V4,V10,V4,V1,V2,V8,V3V4,V3V4,V3V4,V3V2,V4V4,V4V4,V4V2,V4V4,V4V2,V4V2,V13V13,V13V10,V13V1,V13V8,V13V10,V13V1,V13V8,V10V1,V10V8,V1V8, c1
V3,V10,V1,V4,V1,V13,V1,V1,V3,V13,V3V1,V3V1,V3V1,V3V3,V1V1,V1V1,V1V3,V1V1,V1V3,V1V3,V10V4,V10V13,V10V1,V10V13,V4V13,V4V1,V4V13,V13V1,V13V13,V1V13, c1
V2,V4,V4,V11,V2,V7,V1,V1,V1,V4,V2V4,V2V2,V2V1,V2V1,V4V2,V4V1,V4V1,V2V1,V2V1,V1V1,V4V11,V4V7,V4V1,V4V4,V11V7,V11V1,V11V4,V7V1,V7V4,V1V4, c1
V3,V3,V2,V3,V1,V12,V3,V13,V2,V10,V3V2,V3V1,V3V3,V3V2,V2V1,V2V3,V2V2,V1V3,V1V2,V3V2,V3V3,V3V12,V3V13,V3V10,V3V12,V3V13,V3V10,V12V13,V12V10,V13V10, c1
V1,V5,V2,V13,V3,V3,V1,V11,V3,V1,V1V2,V1V3,V1V1,V1V3,V2V3,V2V1,V2V3,V3V1,V3V3,V1V3,V5V13,V5V3,V5V11,V5V1,V13V3,V13V11,V13V1,V3V11,V3V1,V11V1, c0
V1,V12,V2,V9,V3,V11,V4,V5,V3,V2,V1V2,V1V3,V1V4,V1V3,V2V3,V2V4,V2V3,V3V4,V3V3,V4V3,V12V9,V12V11,V12V5,V12V2,V9V11,V9V5,V9V2,V11V5,V11V2,V5V2, c0
V2,V6,V2,V2,V1,V2,V3,V9,V2,V8,V2V2,V2V1,V2V3,V2V2,V2V1,V2V3,V2V2,V1V3,V1V2,V3V2,V6V2,V6V2,V6V9,V6V8,V2V2,V2V9,V2V8,V2V9,V2V8,V9V8, c1
V4,V13,V4,V5,V4,V4,V1,V8,V3,V11,V4V4,V4V4,V4V1,V4V3,V4V4,V4V1,V4V3,V4V1,V4V3,V1V3,V13V5,V13V4,V13V8,V13V11,V5V4,V5V8,V5V11,V4V8,V4V11,V8V11, c0
V3,V12,V3,V7,V3,V10,V2,V12,V3,V5,V3V3,V3V3,V3V2,V3V3,V3V3,V3V2,V3V3,V3V2,V3V3,V2V3,V12V7,V12V10,V12V12,V12V5,V7V10,V7V12,V7V5,V10V12,V10V5,V12V5, c1
V3,V6,V4,V3,V4,V11,V2,V11,V1,V3,V3V4,V3V4,V3V2,V3V1,V4V4,V4V2,V4V1,V4V2,V4V1,V2V1,V6V3,V6V11,V6V11,V6V3,V3V11,V3V11,V3V3,V11V11,V11V3,V11V3, c2
V1,V3,V3,V9,V1,V12,V2,V1,V4,V8,V1V3,V1V1,V1V2,V1V4,V3V1,V3V2,V3V4,V1V2,V1V4,V2V4,V3V9,V3V12,V3V1,V3V8,V9V12,V9V1,V9V8,V12V1,V12V8,V1V8, c0
V1,V8,V2,V6,V3,V2,V2,V7,V2,V11,V1V2,V1V3,V1V2,V1V2,V2V3,V2V2,V2V2,V3V2,V3V2,V2V2,V8V6,V8V2,V8V7,V8V11,V6V2,V6V7,V6V11,V2V7,V2V11,V7V11, c0
V4,V5,V4,V10,V2,V11,V2,V7,V3,V2,V4V4,V4V2,V4V2,V4V3,V4V2,V4V2,V4V3,V2V2,V2V3,V2V3,V5V10,V5V11,V5V7,V5V2,V10V11,V10V7,V10V2,V11V7,V11V2,V7V2, c0
V1,V10,V2,V11,V1,V1,V3,V1,V3,V10,V1V2,V1V1,V1V3,V1V3,V2V1,V2V3,V2V3,V1V3,V1V3,V3V3,V10V11,V10V1,V10V1,V10V10,V11V1,V11V1,V11V10,V1V1,V1V10,V1V10, c2
V4,V6,V1,V8,V3,V9,V1,V13,V4,V13,V4V1,V4V3,V4V1,V4V4,V1V3,V1V1,V1V4,V3V1,V3V4,V1V4,V6V8,V6V9,V6V13,V6V13,V8V9,V8V13,V8V13,V9V13,V9V13,V13V13, c1
V2,V7,V3,V8,V4,V8,V2,V13,V2,V12,V2V3,V2V4,V2V2,V2V2,V3V4,V3V2,V3V2,V4V2,V4V2,V2V2,V7V8,V7V8,V7V13,V7V12,V8V8,V8V13,V8V12,V8V13,V8V12,V13V12, c1
V1,V6,V3,V11,V2,V10,V1,V9,V2,V5,V1V3,V1V2,V1V1,V1V2,V3V2,V3V1,V3V2,V2V1,V2V2,V1V2,V6V11,V6V10,V6V9,V6V5,V11V10,V11V9,V11V5,V10V9,V10V5,V9V5, c0
V4,V8,V1,V2,V1,V3,V2,V8,V1,V13,V4V1,V4V1,V4V2,V4V1,V1V1,V1V2,V1V1,V1V2,V1V1,V2V1,V8V2,V8V3,V8V8,V8V13,V2V3,V2V8,V2V13,V3V8,V3V13,V8V13, c1
V1,V7,V2,V9,V4,V11,V3,V10,V3,V3,V1V2,V1V4,V1V3,V1V3,V2V4,V2V3,V2V3,V4V3,V4V3,V3V3,V7V9,V7V11,V7V10,V7V3,V9V11,V9V10,V9V3,V11V10,V11V3,V10V3, c0
V2,V1,V4,V2,V2,V2,V3,V7,V4,V5,V2V4,V2V2,V2V3,V2V4,V4V2,V4V3,V4V4,V2V3,V2V4,V3V4,V1V2,V1V2,V1V7,V1V5,V2V2,V2V7,V2V5,V2V7,V2V5,V7V5, c1
V3,V2,V3,V6,V4,V4,V4,V1,V1,V4,V3V3,V3V4,V3V4,V3V1,V3V4,V3V4,V3V1,V4V4,V4V1,V4V1,V2V6,V2V4,V2V1,V2V4,V6V4,V6V1,V6V4,V4V1,V4V4,V1V4, c1
V1,V1,V4,V9,V3,V13,V4,V13,V2,V9,V1V4,V1V3,V1V4,V1V2,V4V3,V4V4,V4V2,V3V4,V3V2,V4V2,V1V9,V1V13,V1V13,V1V9,V9V13,V9V13,V9V9,V13V13,V13V9,V13V9, c2
V3,V9,V4,V9,V2,V5,V4,V5,V1,V3,V3V4,V3V2,V3V4,V3V1,V4V2,V4V4,V4V1,V2V4,V2V1,V4V1,V9V9,V9V5,V9V5,V9V3,V9V5,V9V5,V9V3,V5V5,V5V3,V5V3, c2
V3,V5,V3,V1,V2,V5,V3,V9,V1,V8,V3V3,V3V2,V3V3,V3V1,V3V2,V3V3,V3V1,V2V3,V2V1,V3V1,V5V1,V5V5,V5V9,V5V8,V1V5,V1V9,V1V8,V5V9,V5V8,V9V8, c1
V4,V12,V2,V10,V3,V9,V1,V2,V1,V5,V4V2,V4V3,V4V1,V4V1,V2V3,V2V1,V2V1,V3V1,V3V1,V1V1,V12V10,V12V9,V12V2,V12V5,V10V9,V10V2,V10V5,V9V2,V9V5,V2V5, c0
V1,V13,V3,V8,V1,V3,V3,V5,V3,V9,V1V3,V1V1,V1V3,V1V3,V3V1,V3V3,V3V3,V1V3,V1V3,V3V3,V13V8,V13V3,V13V5,V13V9,V8V3,V8V5,V8V9,V3V5,V3V9,V5V9, c0
V4,V3,V4,V7,V1,V2,V4,V6,V3,V8,V4V4,V4V1,V4V4,V4V3,V4V1,V4V4,V4V3,V1V4,V1V3,V4V3,V3V7,V3V2,V3V6,V3V8,V7V2,V7V6,V7V8,V2V6,V2V8,V6V8, c0
V4,V7,V2,V11,V3,V10,V3,V7,V2,V2,V4V2,V4V3,V4V3,V4V2,V2V3,V2V3,V2V2,V3V3,V3V2,V3V2,V7V11,V7V10,V7V7,V7V2,V11V10,V11V7,V11V2,V10V7,V10V2,V7V2, c1
V1,V2,V2,V12,V4,V6,V4,V1,V3,V11,V1V2,V1V4,V1V4,V1V3,V2V4,V2V4,V2V3,V4V4,V4V3,V4V3,V2V12,V2V6,V2V1,V2V11,V12V6,V12V1,V12V11,V6V1,V6V11,V1V11, c0
V2,V6,V3,V7,V1,V6,V3,V13,V1,V5,V2V3,V2V1,V2V3,V2V1,V3V1,V3V3,V3V1,V1V3,V1V1,V3V1,V6V7,V6V6,V6V13,V6V5,V7V6,V7V13,V7V5,V6V13,V6V5,V13V5, c1
V2,V7,V3,V11,V4,V3,V2,V11,V2,V12,V2V3,V2V4,V2V2,V2V2,V3V4,V3V2,V3V2,V4V2,V4V2,V2V2,V7V11,V7V3,V7V11,V7V12,V11V3,V11V11,V11V12,V3V11,V3V12,V11V12, c1
V1,V11,V4,V11,V3,V9,V4,V1,V4,V3,V1V4,V1V3,V1V4,V1V4,V4V3,V4V4,V4V4,V3V4,V3V4,V4V4,V11V11,V11V9,V11V1,V11V3,V11V9,V11V1,V11V3,V9V1,V9V3,V1V3, c1
V1,V6,V1,V13,V3,V2,V4,V10,V4,V2,V1V1,V1V3,V1V4,V1V4,V1V3,V1V4,V1V4,V3V4,V3V4,V4V4,V6V13,V6V2,V6V10,V6V2,V13V2,V13V10,V13V2,V2V10,V2V2,V10V2, c1
V2,V5,V1,V8,V3,V5,V3,V9,V1,V5,V2V1,V2V3,V2V3,V2V1,V1V3,V1V3,V1V1,V3V3,V3V1,V3V1,V5V8,V5V5,V5V9,V5V5,V8V5,V8V9,V8V5,V5V9,V5V5,V9V5, c3
V4,V10,V1,V4,V4,V4,V4,V6,V3,V6,V4V1,V4V4,V4V4,V4V3,V1V4,V1V4,V1V3,V4V4,V4V3,V4V3,V10V4,V10V4,V10V6,V10V6,V4V4,V4V6,V4V6,V4V6,V4V6,V6V6, c2
V3,V5,V4,V9,V1,V11,V2,V7,V1,V12,V3V4,V3V1,V3V2,V3V1,V4V1,V4V2,V4V1,V1V2,V1V1,V2V1,V5V9,V5V11,V5V7,V5V12,V9V11,V9V7,V9V12,V11V7,V11V12,V7V12, c0
V3,V6,V2,V5,V4,V11,V4,V1,V4,V3,V3V2,V3V4,V3V4,V3V4,V2V4,V2V4,V2V4,V4V4,V4V4,V4V4,V6V5,V6V11,V6V1,V6V3,V5V11,V5V1,V5V3,V11V1,V11V3,V1V3, c0
V3,V9,V2,V13,V1,V6,V1,V7,V3,V8,V3V2,V3V1,V3V1,V3V3,V2V1,V2V1,V2V3,V1V1,V1V3,V1V3,V9V13,V9V6,V9V7,V9V8,V13V6,V13V7,V13V8,V6V7,V6V8,V7V8, c0
V1,V4,V2,V12,V3,V11,V1,V7,V3,V13,V1V2,V1V3,V1V1,V1V3,V2V3,V2V1,V2V3,V3V1,V3V3,V1V3,V4V12,V4V11,V4V7,V4V13,V12V11,V12V7,V12V13,V11V7,V11V13,V7V13, c0
V2,V1,V2,V8,V3,V2,V4,V12,V4,V10,V2V2,V2V3,V2V4,V2V4,V2V3,V2V4,V2V4,V3V4,V3V4,V4V4,V1V8,V1V2,V1V12,V1V10,V8V2,V8V12,V8V10,V2V12,V2V10,V12V10, c0
V3,V12,V1,V10,V1,V2,V2,V13,V2,V6,V3V1,V3V1,V3V2,V3V2,V1V1,V1V2,V1V2,V1V2,V1V2,V2V2,V12V10,V12V2,V12V13,V12V6,V10V2,V10V13,V10V6,V2V13,V2V6,V13V6, c0
V1,V11,V3,V9,V4,V1,V1,V1,V3,V6,V1V3,V1V4,V1V1,V1V3,V3V4,V3V1,V3V3,V4V1,V4V3,V1V3,V11V9,V11V1,V11V1,V11V6,V9V1,V9V1,V9V6,V1V1,V1V6,V1V6, c1
V1,V6,V4,V7,V3,V9,V4,V9,V1,V8,V1V4,V1V3,V1V4,V1V1,V4V3,V4V4,V4V1,V3V4,V3V1,V4V1,V6V7,V6V9,V6V9,V6V8,V7V9,V7V9,V7V8,V9V9,V9V8,V9V8, c1
V2,V7,V1,V11,V3,V9,V2,V4,V2,V11,V2V1,V2V3,V2V2,V2V2,V1V3,V1V2,V1V2,V3V2,V3V2,V2V2,V7V11,V7V9,V7V4,V7V11,V11V9,V11V4,V11V11,V9V4,V9V11,V4V11, c1
V4,V4,V3,V4,V3,V8,V4,V8,V1,V2,V4V3,V4V3,V4V4,V4V1,V3V3,V3V4,V3V1,V3V4,V3V1,V4V1,V4V4,V4V8,V4V8,V4V2,V4V8,V4V8,V4V2,V8V8,V8V2,V8V2, c2
V3,V1,V4,V12,V2,V12,V1,V8,V3,V3,V3V4,V3V2,V3V1,V3V3,V4V2,V4V1,V4V3,V2V1,V2V3,V1V3,V1V12,V1V12,V1V8,V1V3,V12V12,V12V8,V12V3,V12V8,V12V3,V8V3, c1
V4,V8,V4,V11,V1,V2,V1,V10,V3,V13,V4V4,V4V1,V4V1,V4V3,V4V1,V4V1,V4V3,V1V1,V1V3,V1V3,V8V11,V8V2,V8V10,V8V13,V11V2,V11V10,V11V13,V2V10,V2V13,V10V13, c0
V2,V9,V1,V12,V3,V10,V3,V2,V3,V5,V2V1,V2V3,V2V3,V2V3,V1V3,V1V3,V1V3,V3V3,V3V3,V3V3,V9V12,V9V10,V9V2,V9V5,V12V10,V12V2,V12V5,V10V2,V10V5,V2V5, c0
V2,V2,V4,V5,V1,V6,V2,V7,V1,V9,V2V4,V2V1,V2V2,V2V1,V4V1,V4V2,V4V1,V1V2,V1V1,V2V1,V2V5,V2V6,V2V7,V2V9,V5V6,V5V7,V5V9,V6V7,V6V9,V7V9, c0
V2,V2,V3,V11,V2,V10,V3,V2,V1,V7,V2V3,V2V2,V2V3,V2V1,V3V2,V3V3,V3V1,V2V3,V2V1,V3V1,V2V11,V2V10,V2V2,V2V7,V11V10,V11V2,V11V7,V10V2,V10V7,V2V7, c1
V4,V12,V1,V12,V1,V9,V2,V12,V3,V10,V4V1,V4V1,V4V2,V4V3,V1V1,V1V2,V1V3,V1V2,V1V3,V2V3,V12V12,V12V9,V12V12,V12V10,V12V9,V12V12,V12V10,V9V12,V9V10,V12V10, c3
V4,V7,V1,V5,V4,V5,V2,V6,V3,V6,V4V1,V4V4,V4V2,V4V3,V1V4,V1V2,V1V3,V4V2,V4V3,V2V3,V7V5,V7V5,V7V6,V7V6,V5V5,V5V6,V5V6,V5V6,V5V6,V6V6, c2
V2,V2,V1,V12,V3,V12,V2,V12,V1,V11,V2V1,V2V3,V2V2,V2V1,V1V3,V1V2,V1V1,V3V2,V3V1,V2V1,V2V12,V2V12,V2V12,V2V11,V12V12,V12V12,V12V11,V12V12,V12V11,V12V11, c3
V2,V4,V2,V10,V1,V7,V4,V11,V1,V6,V2V2,V2V1,V2V4,V2V1,V2V1,V2V4,V2V1,V1V4,V1V1,V4V1,V4V10,V4V7,V4V11,V4V6,V10V7,V10V11,V10V6,V7V11,V7V6,V11V6, c0
V4,V11,V2,V3,V2,V6,V2,V7,V1,V12,V4V2,V4V2,V4V2,V4V1,V2V2,V2V2,V2V1,V2V2,V2V1,V2V1,V11V3,V11V6,V11V7,V11V12,V3V6,V3V7,V3V12,V6V7,V6V12,V7V12, c0
V2,V10,V1,V4,V3,V7,V2,V11,V4,V2,V2V1,V2V3,V2V2,V2V4,V1V3,V1V2,V1V4,V3V2,V3V4,V2V4,V10V4,V10V7,V10V11,V10V2,V4V7,V4V11,V4V2,V7V11,V7V2,V11V2, c0
V3,V2,V4,V13,V1,V3,V4,V10,V1,V1,V3V4,V3V1,V3V4,V3V1,V4V1,V4V4,V4V1,V1V4,V1V1,V4V1,V2V13,V2V3,V2V10,V2V1,V13V3,V13V10,V13V1,V3V10,V3V1,V10V1, c0
V1,V2,V2,V7,V1,V4,V1,V6,V3,V10,V1V2,V1V1,V1V1,V1V3,V2V1,V2V1,V2V3,V1V1,V1V3,V1V3,V2V7,V2V4,V2V6,V2V10,V7V4,V7V6,V7V10,V4V6,V4V10,V6V10, c0
V2,V13,V1,V7,V3,V9,V1,V4,V2,V3,V2V1,V2V3,V2V1,V2V2,V1V3,V1V1,V1V2,V3V1,V3V2,V1V2,V13V7,V13V9,V13V4,V13V3,V7V9,V7V4,V7V3,V9V4,V9V3,V4V3, c0
V1,V13,V2,V1,V1,V5,V4,V8,V2,V4,V1V2,V1V1,V1V4,V1V2,V2V1,V2V4,V2V2,V1V4,V1V2,V4V2,V13V1,V13V5,V13V8,V13V4,V1V5,V1V8,V1V4,V5V8,V5V4,V8V4, c0
V3,V13,V1,V3,V3,V7,V1,V2,V1,V5,V3V1,V3V3,V3V1,V3V1,V1V3,V1V1,V1V1,V3V1,V3V1,V1V1,V13V3,V13V7,V13V2,V13V5,V3V7,V3V2,V3V5,V7V2,V7V5,V2V5, c0
V4,V4,V4,V5,V1,V13,V2,V2,V3,V10,V4V4,V4V1,V4V2,V4V3,V4V1,V4V2,V4V3,V1V2,V1V3,V2V3,V4V5,V4V13,V4V2,V4V10,V5V13,V5V2,V5V10,V13V2,V13V10,V2V10, c0
V1,V12,V1,V6,V2,V4,V2,V5,V3,V12,V1V1,V1V2,V1V2,V1V3,V1V2,V1V2,V1V3,V2V2,V2V3,V2V3,V12V6,V12V4,V12V5,V12V12,V6V4,V6V5,V6V12,V4V5,V4V12,V5V12, c1
V2,V13,V4,V12,V3,V5,V4,V8,V1,V2,V2V4,V2V3,V2V4,V2V1,V4V3,V4V4,V4V1,V3V4,V3V1,V4V1,V13V12,V13V5,V13V8,V13V2,V12V5,V12V8,V12V2,V5V8,V5V2,V8V2, c0
V3,V1,V3,V9,V2,V11,V4,V5,V1,V1,V3V3,V3V2,V3V4,V3V1,V3V2,V3V4,V3V1,V2V4,V2V1,V4V1,V1V9,V1V11,V1V5,V1V1,V9V11,V9V5,V9V1,V11V5,V11V1,V5V1, c1
V1,V11,V2,V10,V4,V12,V2,V3,V1,V7,V1V2,V1V4,V1V2,V1V1,V2V4,V2V2,V2V1,V4V2,V4V1,V2V1,V11V10,V11V12,V11V3,V11V7,V10V12,V10V3,V10V7,V12V3,V12V7,V3V7, c0
V3,V3,V4,V11,V3,V9,V3,V8,V2,V2,V3V4,V3V3,V3V3,V3V2,V4V3,V4V3,V4V2,V3V3,V3V2,V3V2,V3V11,V3V9,V3V8,V3V2,V11V9,V11V8,V11V2,V9V8,V9V2,V8V2, c0
V4,V4,V3,V5,V4,V13,V4,V2,V2,V5,V4V3,V4V4,V4V4,V4V2,V3V4,V3V4,V3V2,V4V4,V4V2,V4V2,V4V5,V4V13,V4V2,V4V5,V5V13,V5V2,V5V5,V13V2,V13V5,V2V5, c1
V2,V5,V1,V1,V4,V8,V1,V4,V1,V11,V2V1,V2V4,V2V1,V2V1,V1V4,V1V1,V1V1,V4V1,V4V1,V1V1,V5V1,V5V8,V5V4,V5V11,V1V8,V1V4,V1V11,V8V4,V8V11,V4V11, c0
V1,V11,V3,V4,V1,V6,V2,V13,V1,V8,V1V3,V1V1,V1V2,V1V1,V3V1,V3V2,V3V1,V1V2,V1V1,V2V1,V11V4,V11V6,V11V13,V11V8,V4V6,V4V13,V4V8,V6V13,V6V8,V13V8, c0
V3,V4,V2,V2,V1,V10,V3,V11,V4,V12,V3V2,V3V1,V3V3,V3V4,V2V1,V2V3,V2V4,V1V3,V1V4,V3V4,V4V2,V4V10,V4V11,V4V12,V2V10,V2V11,V2V12,V10V11,V10V12,V11V12, c0
V1,V1,V4,V4,V2,V9,V1,V3,V2,V1,V1V4,V1V2,V1V1,V1V2,V4V2,V4V1,V4V2,V2V1,V2V2,V1V2,V1V4,V1V9,V1V3,V1V1,V4V9,V4V3,V4V1,V9V3,V9V1,V3V1, c1
V4,V6,V1,V11,V2,V6,V3,V7,V2,V13,V4V1,V4V2,V4V3,V4V2,V1V2,V1V3,V1V2,V2V3,V2V2,V3V2,V6V11,V6V6,V6V7,V6V13,V11V6,V11V7,V11V13,V6V7,V6V13,V7V13, c1
V4,V1,V3,V11,V3,V3,V2,V6,V4,V5,V4V3,V4V3,V4V2,V4V4,V3V3,V3V2,V3V4,V3V2,V3V4,V2V4,V1V11,V1V3,V1V6,V1V5,V11V3,V11V6,V11V5,V3V6,V3V5,V6V5, c0
V3,V5,V3,V12,V3,V8,V3,V7,V2,V5,V3V3,V3V3,V3V3,V3V2,V3V3,V3V3,V3V2,V3V3,V3V2,V3V2,V5V12,V5V8,V5V7,V5V5,V12V8,V12V7,V12V5,V8V7,V8V5,V7V5, c1
V1,V11,V4,V4,V1,V5,V4,V5,V2,V13,V1V4,V1V1,V1V4,V1V2,V4V1,V4V4,V4V2,V1V4,V1V2,V4V2,V11V4,V11V5,V11V5,V11V13,V4V5,V4V5,V4V13,V5V5,V5V13,V5V13, c1
V3,V13,V2,V5,V3,V8,V1,V10,V1,V11,V3V2,V3V3,V3V1,V3V1,V2V3,V2V1,V2V1,V3V1,V3V1,V1V1,V13V5,V13V8,V13V10,V13V11,V5V8,V5V10,V5V11,V8V10,V8V11,V10V11, c0
V4,V2,V1,V11,V2,V4,V2,V6,V1,V6,V4V1,V4V2,V4V2,V4V1,V1V2,V1V2,V1V1,V2V2,V2V1,V2V1,V2V11,V2V4,V2V6,V2V6,V11V4,V11V6,V11V6,V4V6,V4V6,V6V6, c1
V1,V3,V3,V3,V3,V13,V1,V13,V3,V12,V1V3,V1V3,V1V1,V1V3,V3V3,V3V1,V3V3,V3V1,V3V3,V1V3,V3V3,V3V13,V3V13,V3V12,V3V13,V3V13,V3V12,V13V13,V13V12,V13V12, c2
V1,V9,V4,V6,V4,V5,V3,V10,V1,V8,V1V4,V1V4,V1V3,V1V1,V4V4,V4V3,V4V1,V4V3,V4V1,V3V1,V9V6,V9V5,V9V10,V9V8,V6V5,V6V10,V6V8,V5V10,V5V8,V10V8, c0
V1,V7,V2,V9,V1,V8,V3,V11,V2,V6,V1V2,V1V1,V1V3,V1V2,V2V1,V2V3,V2V2,V1V3,V1V2,V3V2,V7V9,V7V8,V7V11,V7V6,V9V8,V9V11,V9V6,V8V11,V8V6,V11V6, c0
V2,V8,V3,V5,V4,V11,V1,V6,V2,V12,V2V3,V2V4,V2V1,V2V2,V3V4,V3V1,V3V2,V4V1,V4V2,V1V2,V8V5,V8V11,V8V6,V8V12,V5V11,V5V6,V5V12,V11V6,V11V12,V6V12, c0
V1,V12,V3,V12,V3,V11,V3,V1,V2,V10,V1V3,V1V3,V1V3,V1V2,V3V3,V3V3,V3V2,V3V3,V3V2,V3V2,V12V12,V12V11,V12V1,V12V10,V12V11,V12V1,V12V10,V11V1,V11V10,V1V10, c1
V1,V5,V4,V7,V1,V7,V4,V8,V4,V2,V1V4,V1V1,V1V4,V1V4,V4V1,V4V4,V4V4,V1V4,V1V4,V4V4,V5V7,V5V7,V5V8,V5V2,V7V7,V7V8,V7V2,V7V8,V7V2,V8V2, c1
V3,V8,V2,V10,V2,V7,V1,V13,V4,V10,V3V2,V3V2,V3V1,V3V4,V2V2,V2V1,V2V4,V2V1,V2V4,V1V4,V8V10,V8V7,V8V13,V8V10,V10V7,V10V13,V10V10,V7V13,V7V10,V13V10, c1
V2,V4,V3,V8,V4,V9,V1,V4,V1,V3,V2V3,V2V4,V2V1,V2V1,V3V4,V3V1,V3V1,V4V1,V4V1,V1V1,V4V8,V4V9,V4V4,V4V3,V8V9,V8V4,V8V3,V9V4,V9V3,V4V3, c1
V1,V6,V2,V5,V4,V6,V4,V13,V4,V10,V1V2,V1V4,V1V4,V1V4,V2V4,V2V4,V2V4,V4V4,V4V4,V4V4,V6V5,V6V6,V6V13,V6V10,V5V6,V5V13,V5V10,V6V13,V6V10,V13V10, c1
V1,V1,V2,V9,V3,V11,V2,V13,V3,V9,V1V2,V1V3,V1V2,V1V3,V2V3,V2V2,V2V3,V3V2,V3V3,V2V3,V1V9,V1V11,V1V13,V1V9,V9V11,V9V13,V9V9,V11V13,V11V9,V13V9, c1
V2,V1,V1,V1,V4,V13,V2,V5,V1,V9,V2V1,V2V4,V2V2,V2V1,V1V4,V1V2,V1V1,V4V2,V4V1,V2V1,V1V1,V1V13,V1V5,V1V9,V1V13,V1V5,V1V9,V13V5,V13V9,V5V9, c1
V3,V7,V2,V4,V1,V7,V4,V8,V4,V13,V3V2,V3V1,V3V4,V3V4,V2V1,V2V4,V2V4,V1V4,V1V4,V4V4,V7V4,V7V7,V7V8,V7V13,V4V7,V4V8,V4V13,V7V8,V7V13,V8V13, c1
V2,V3,V4,V12,V3,V4,V1,V7,V1,V3,V2V4,V2V3,V2V1,V2V1,V4V3,V4V1,V4V1,V3V1,V3V1,V1V1,V3V12,V3V4,V3V7,V3V3,V12V4,V12V7,V12V3,V4V7,V4V3,V7V3, c1
V3,V12,V4,V5,V3,V9,V3,V6,V2,V12,V3V4,V3V3,V3V3,V3V2,V4V3,V4V3,V4V2,V3V3,V3V2,V3V2,V12V5,V12V9,V12V6,V12V12,V5V9,V5V6,V5V12,V9V6,V9V12,V6V12, c1
V2,V4,V1,V8,V4,V1,V3,V12,V4,V5,V2V1,V2V4,V2V3,V2V4,V1V4,V1V3,V1V4,V4V3,V4V4,V3V4,V4V8,V4V1,V4V12,V4V5,V8V1,V8V12,V8V5,V1V12,V1V5,V12V5, c0
V4,V13,V1,V4,V4,V8,V3,V1,V3,V5,V4V1,V4V4,V4V3,V4V3,V1V4,V1V3,V1V3,V4V3,V4V3,V3V3,V13V4,V13V8,V13V1,V13V5,V4V8,V4V1,V4V5,V8V1,V8V5,V1V5, c0
V1,V6,V3,V6,V4,V1,V3,V1,V4,V10,V1V3,V1V4,V1V3,V1V4,V3V4,V3V3,V3V4,V4V3,V4V4,V3V4,V6V6,V6V1,V6V1,V6V10,V6V1,V6V1,V6V10,V1V1,V1V10,V1V10, c2
