parents,has+AF8-nurs,form,children,housing,finance,social,health,NewAttrib1,NewAttrib2,NewAttrib3,class
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,inconv,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete2less+AF8-convinconv,slightly+AF8-probpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2less+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,inconv,problematic,recommended,great+AF8-pretless+AF8-proper,complete2less+AF8-convinconv,problematicrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,inconv,problematic,priority,great+AF8-pretless+AF8-proper,complete2less+AF8-convinconv,problematicpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,inconv,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2less+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,convenient,nonprob,recommended,great+AF8-pretless+AF8-proper,complete2criticalconvenient,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,convenient,nonprob,priority,great+AF8-pretless+AF8-proper,complete2criticalconvenient,nonprobpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,convenient,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2criticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,convenient,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete2criticalconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,convenient,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete2criticalconvenient,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2criticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,convenient,problematic,recommended,great+AF8-pretless+AF8-proper,complete2criticalconvenient,problematicrecommended,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,convenient,problematic,priority,great+AF8-pretless+AF8-proper,complete2criticalconvenient,problematicpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,convenient,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2criticalconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,inconv,nonprob,recommended,great+AF8-pretless+AF8-proper,complete2criticalinconv,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,inconv,nonprob,priority,great+AF8-pretless+AF8-proper,complete2criticalinconv,nonprobpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,inconv,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2criticalinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,inconv,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete2criticalinconv,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,inconv,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete2criticalinconv,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2criticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,inconv,problematic,recommended,great+AF8-pretless+AF8-proper,complete2criticalinconv,problematicrecommended,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,inconv,problematic,priority,great+AF8-pretless+AF8-proper,complete2criticalinconv,problematicpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-2,critical,inconv,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2criticalinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,convenient,nonprob,recommended,great+AF8-pretless+AF8-proper,complete3convenientconvenient,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,convenient,nonprob,priority,great+AF8-pretless+AF8-proper,complete3convenientconvenient,nonprobpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,convenient,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3convenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,convenient,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete3convenientconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,convenient,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete3convenientconvenient,slightly+AF8-probpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3convenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,convenient,problematic,recommended,great+AF8-pretless+AF8-proper,complete3convenientconvenient,problematicrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,convenient,problematic,priority,great+AF8-pretless+AF8-proper,complete3convenientconvenient,problematicpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,convenient,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3convenientconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,inconv,nonprob,recommended,great+AF8-pretless+AF8-proper,complete3convenientinconv,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,inconv,nonprob,priority,great+AF8-pretless+AF8-proper,complete3convenientinconv,nonprobpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,inconv,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3convenientinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,inconv,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete3convenientinconv,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,inconv,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete3convenientinconv,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3convenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,inconv,problematic,recommended,great+AF8-pretless+AF8-proper,complete3convenientinconv,problematicrecommended,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,inconv,problematic,priority,great+AF8-pretless+AF8-proper,complete3convenientinconv,problematicpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,convenient,inconv,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3convenientinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,convenient,nonprob,recommended,great+AF8-pretless+AF8-proper,complete3less+AF8-convconvenient,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,convenient,nonprob,priority,great+AF8-pretless+AF8-proper,complete3less+AF8-convconvenient,nonprobpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,convenient,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3less+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,convenient,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete3less+AF8-convconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,convenient,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete3less+AF8-convconvenient,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3less+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,convenient,problematic,recommended,great+AF8-pretless+AF8-proper,complete3less+AF8-convconvenient,problematicrecommended,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,convenient,problematic,priority,great+AF8-pretless+AF8-proper,complete3less+AF8-convconvenient,problematicpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,convenient,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3less+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,inconv,nonprob,recommended,great+AF8-pretless+AF8-proper,complete3less+AF8-convinconv,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,inconv,nonprob,priority,great+AF8-pretless+AF8-proper,complete3less+AF8-convinconv,nonprobpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,inconv,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3less+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,inconv,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete3less+AF8-convinconv,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,inconv,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete3less+AF8-convinconv,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3less+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,inconv,problematic,recommended,great+AF8-pretless+AF8-proper,complete3less+AF8-convinconv,problematicrecommended,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,inconv,problematic,priority,great+AF8-pretless+AF8-proper,complete3less+AF8-convinconv,problematicpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,less+AF8-conv,inconv,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3less+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,convenient,nonprob,recommended,great+AF8-pretless+AF8-proper,complete3criticalconvenient,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,convenient,nonprob,priority,great+AF8-pretless+AF8-proper,complete3criticalconvenient,nonprobpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,convenient,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3criticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,convenient,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete3criticalconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,convenient,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete3criticalconvenient,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3criticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,convenient,problematic,recommended,great+AF8-pretless+AF8-proper,complete3criticalconvenient,problematicrecommended,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,convenient,problematic,priority,great+AF8-pretless+AF8-proper,complete3criticalconvenient,problematicpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,convenient,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3criticalconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,inconv,nonprob,recommended,great+AF8-pretless+AF8-proper,complete3criticalinconv,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,inconv,nonprob,priority,great+AF8-pretless+AF8-proper,complete3criticalinconv,nonprobpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,inconv,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3criticalinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,inconv,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete3criticalinconv,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,inconv,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete3criticalinconv,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3criticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,inconv,problematic,recommended,great+AF8-pretless+AF8-proper,complete3criticalinconv,problematicrecommended,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,inconv,problematic,priority,great+AF8-pretless+AF8-proper,complete3criticalinconv,problematicpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,+AF8-3,critical,inconv,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete3criticalinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,more,convenient,convenient,nonprob,recommended,great+AF8-pretless+AF8-proper,completemoreconvenientconvenient,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,more,convenient,convenient,nonprob,priority,great+AF8-pretless+AF8-proper,completemoreconvenientconvenient,nonprobpriority,priority
great+AF8-pret,less+AF8-proper,complete,more,convenient,convenient,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,completemoreconvenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,more,convenient,convenient,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,completemoreconvenientconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,more,convenient,convenient,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,completemoreconvenientconvenient,slightly+AF8-probpriority,priority
great+AF8-pret,less+AF8-proper,complete,more,convenient,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,completemoreconvenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,more,convenient,convenient,problematic,recommended,great+AF8-pretless+AF8-proper,completemoreconvenientconvenient,problematicrecommended,priority
great+AF8-pret,less+AF8-proper,complete,more,convenient,convenient,problematic,priority,great+AF8-pretless+AF8-proper,completemoreconvenientconvenient,problematicpriority,priority
great+AF8-pret,less+AF8-proper,complete,more,convenient,convenient,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,completemoreconvenientconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,more,convenient,inconv,nonprob,recommended,great+AF8-pretless+AF8-proper,completemoreconvenientinconv,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,more,convenient,inconv,nonprob,priority,great+AF8-pretless+AF8-proper,completemoreconvenientinconv,nonprobpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,more,convenient,inconv,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,completemoreconvenientinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,more,convenient,inconv,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,completemoreconvenientinconv,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,more,convenient,inconv,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,completemoreconvenientinconv,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,more,convenient,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,completemoreconvenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,more,convenient,inconv,problematic,recommended,great+AF8-pretless+AF8-proper,completemoreconvenientinconv,problematicrecommended,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,more,convenient,inconv,problematic,priority,great+AF8-pretless+AF8-proper,completemoreconvenientinconv,problematicpriority,spec+AF8-prior
great+AF8-pret,less+AF8-proper,complete,more,convenient,inconv,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,completemoreconvenientinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,more,less+AF8-conv,convenient,nonprob,recommended,great+AF8-pretless+AF8-proper,completemoreless+AF8-convconvenient,nonprobrecommended,priority
