OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
Return_to_owner,,Dog,Intact Female,3 months,Chihuahua Shorthair Mix,White/Tan
Adoption,,Dog,Spayed Female,4 months,Dachshund Mix,Black/White
Return_to_owner,,Dog,Spayed Female,3 years,Anatol Shepherd Mix,Tan
Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,,Dog,Spayed Female,8 years,Collie Smooth Mix,Brown/White
Return_to_owner,,Dog,Spayed Female,1 year,Miniature Poodle Mix,White/Tan
Transfer,Partner,Dog,Intact Male,1 month,Boxer Mix,Brown/White
Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Blue/White
Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby
Adoption,,Dog,Spayed Female,7 years,Chihuahua Shorthair/Manchester Terrier,Tricolor
Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Cream Tabby/White
Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby/White
Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Australian Cattle Dog,Black/White
Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,,Dog,Neutered Male,4 years,Pit Bull Mix,White/Brown Brindle
Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black
Adoption,,Dog,Spayed Female,3 months,Miniature Pinscher Mix,Tricolor
Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Torbie
Return_to_owner,,Dog,Neutered Male,11 months,Chihuahua Shorthair Mix,Tan/White
Adoption,,Dog,Spayed Female,1 year,Plott Hound Mix,Black Brindle/White
Return_to_owner,,Dog,Neutered Male,9 years,Shih Tzu Mix,Black/White
Transfer,Partner,Dog,Spayed Female,8 years,Basset Hound,Tricolor
Adoption,,Dog,Neutered Male,6 months,Border Collie Mix,Black/White
Euthanasia,Suffering,Cat,Intact Male,3 years,Domestic Shorthair Mix,Tortie
Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever Mix,Black
Adoption,Foster,Cat,Spayed Female,3 years,Siamese Mix,Lynx Point
Return_to_owner,,Dog,Spayed Female,2 years,Staffordshire Mix,White/Black
Return_to_owner,,Dog,Neutered Male,1 year,Bull Terrier Mix,Brown Brindle/White
Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Tortie
Return_to_owner,,Dog,Spayed Female,10 years,Border Collie Mix,Chocolate/White
Transfer,SCRP,Cat,Intact Male,8 years,Domestic Shorthair Mix,Blue Tabby/White
Adoption,,Dog,Neutered Male,10 months,Carolina Dog Mix,Tan/White
Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
Adoption,Foster,Dog,Spayed Female,2 years,Catahoula Mix,Blue Merle/White
Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever/Anatol Shepherd,Sable/White
Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
Adoption,,Dog,Neutered Male,1 year,Rat Terrier/Chihuahua Shorthair,White/Black
Transfer,Partner,Dog,Neutered Male,4 years,Cardigan Welsh Corgi Mix,Brown/White
Adoption,,Dog,Neutered Male,7 months,Labrador Retriever Mix,Chocolate/White
Return_to_owner,,Dog,Spayed Female,6 years,Siberian Husky Mix,Black/White
Adoption,,Dog,Spayed Female,2 years,Rottweiler/Labrador Retriever,Black/Tan
Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue
Adoption,,Dog,Neutered Male,1 year,Miniature Pinscher Mix,Black/Brown
Return_to_owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown
Adoption,,Dog,Spayed Female,1 year,Rat Terrier/Chihuahua Shorthair,Tricolor
Transfer,Partner,Dog,Neutered Male,2 years,Great Pyrenees Mix,White
Return_to_owner,,Dog,Intact Female,10 years,Chihuahua Shorthair Mix,Black/Tan
Adoption,,Dog,Spayed Female,2 years,Carolina Dog Mix,Tan/White
Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,White/Blue Tabby
Adoption,Foster,Cat,Neutered Male,5 years,Siamese Mix,Lynx Point/White
Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Calico
Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White
Adoption,,Dog,Spayed Female,6 years,Labrador Retriever Mix,Brown
Adoption,Offsite,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Catahoula,Chocolate
Adoption,,Dog,Neutered Male,4 years,Siberian Husky Mix,Sable/White
Adoption,,Cat,Intact Female,5 years,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,,Dog,Spayed Female,2 years,Golden Retriever Mix,Cream
Adoption,,Dog,Spayed Female,4 years,Border Collie Mix,Blue Merle/White
Transfer,Partner,Dog,Spayed Female,10 years,Dachshund Mix,Black/Brown
Transfer,Partner,Dog,Neutered Male,7 years,Lhasa Apso Mix,White/Black
Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
Adoption,,Dog,Spayed Female,2 years,Miniature Poodle Mix,White
Euthanasia,Suffering,Cat,Intact Male,1 month,Siamese Mix,Lynx Point/White
Transfer,Partner,Dog,Intact Female,8 years,Pit Bull Mix,Brown Brindle/White
Transfer,Partner,Dog,Intact Male,12 years,Australian Cattle Dog Mix,Black/Blue Tick
Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby
Adoption,,Dog,Neutered Male,10 months,German Shepherd Mix,Tricolor
Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Cream Tabby
Adoption,Foster,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Blue
Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
Adoption,,Dog,Spayed Female,2 months,Cairn Terrier/Chihuahua Shorthair,Fawn/White
Transfer,Partner,Cat,Unknown,6 days,Domestic Shorthair Mix,Orange
Adoption,,Dog,Spayed Female,2 years,Black/Tan Hound Mix,Black/Tan
Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White
Adoption,,Dog,Neutered Male,1 year,German Shepherd/Labrador Retriever,Brown
Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
Return_to_owner,,Dog,Neutered Male,4 years,Labrador Retriever Mix,Yellow
Euthanasia,Suffering,Cat,Unknown,6 months,Domestic Medium Hair Mix,Orange Tabby/White
Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair/Dachshund,Black/Brown
Adoption,,Cat,Neutered Male,2 months,Siamese Mix,Seal Point
Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
Return_to_owner,,Cat,Spayed Female,4 years,Siamese Mix,Lynx Point
Adoption,,Dog,Neutered Male,3 years,Border Terrier Mix,White/Black
Adoption,,Dog,Spayed Female,1 year,Boxer Mix,Brown/White
Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Brown/White
Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
Euthanasia,Suffering,Dog,Neutered Male,15 years,Pug,Gold/Gold
Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan
Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico/White
Transfer,SCRP,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby
Adoption,,Dog,Spayed Female,3 years,Chihuahua Longhair Mix,Brown
Adoption,,Dog,Neutered Male,4 years,Norfolk Terrier Mix,Buff
Transfer,SCRP,Cat,Unknown,8 months,Domestic Shorthair Mix,Blue Tabby
Return_to_owner,,Dog,Spayed Female,6 years,Miniature Schnauzer/Chihuahua Shorthair,Gray/Tan
Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
Adoption,,Dog,Neutered Male,7 months,Pit Bull/Boxer,Brown Brindle/White
Transfer,Partner,Dog,Neutered Male,1 year,Toy Poodle Mix,Tan
Adoption,,Dog,Spayed Female,1 year,Manchester Terrier Mix,Tricolor
Transfer,SCRP,Cat,Intact Female,8 months,Domestic Shorthair Mix,Orange Tabby/White
Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby/White
Adoption,,Dog,Neutered Male,1 year,Great Pyrenees Mix,White
Transfer,SCRP,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Blue Tabby
Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,White/Brown Tabby
Return_to_owner,,Dog,Spayed Female,2 years,Rat Terrier/Chihuahua Shorthair,Tan/White
Return_to_owner,,Dog,Intact Male,3 years,Cocker Spaniel Mix,Black
Adoption,,Dog,Neutered Male,5 years,Pug/Beagle,White/Red
Adoption,,Dog,Neutered Male,1 year,Staffordshire Mix,Brown Brindle/White
Adoption,,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
Return_to_owner,,Dog,Intact Male,1 year,Pembroke Welsh Corgi,Tricolor
Died,In Kennel,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby/White
Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby
Transfer,Partner,Dog,Spayed Female,1 year,Rat Terrier Mix,White/Black
Adoption,,Cat,Neutered Male,11 months,Angora Mix,White
Adoption,,Dog,Spayed Female,3 months,Pug Mix,Tan/Black
Transfer,Partner,Dog,Neutered Male,3 months,Pit Bull Mix,Blue/White
Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Tan/Black
Return_to_owner,,Dog,Spayed Female,9 months,Great Dane,Brown Merle/White
Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
Transfer,Partner,Dog,Spayed Female,2 years,American Bulldog Mix,White/Brown Brindle
Adoption,,Dog,Spayed Female,2 months,Shetland Sheepdog Mix,Cream/White
Transfer,Partner,Dog,Neutered Male,3 years,Beagle Mix,Sable
Adoption,,Cat,Neutered Male,10 years,Siamese Mix,Flame Point
Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White
Return_to_owner,,Dog,Neutered Male,9 years,Chihuahua Longhair Mix,Brown Brindle/White
Return_to_owner,,Cat,Neutered Male,2 years,Domestic Longhair Mix,Orange Tabby
Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White
Return_to_owner,,Dog,Neutered Male,6 months,German Shepherd Mix,Brown/Black
Adoption,,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Orange Tabby
Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Torbie
Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
Return_to_owner,,Dog,Intact Male,7 years,Yorkshire Terrier Mix,Brown/Black
Return_to_owner,,Dog,Spayed Female,3 years,Shiba Inu Mix,Tan
Return_to_owner,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/White
Adoption,,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tricolor/White
Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
Return_to_owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Tan
Transfer,Partner,Dog,Spayed Female,6 months,Belgian Tervuren Mix,Black/White
Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair/Miniature Schnauzer,Gray
Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White
Adoption,,Dog,Neutered Male,11 months,Pit Bull Mix,White/Blue
Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White
Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
Transfer,SCRP,Cat,Intact Female,3 years,Domestic Longhair Mix,Black
Adoption,,Dog,Neutered Male,3 years,Cardigan Welsh Corgi Mix,Tricolor
Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby
Adoption,,Dog,Spayed Female,10 months,Yorkshire Terrier/Bruss Griffon,Sable
Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
Return_to_owner,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Brown
Transfer,Partner,Dog,Intact Female,4 years,Shih Tzu Mix,White/Brown
Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
Transfer,Partner,Dog,Intact Male,9 years,Golden Retriever,Red
Died,In Kennel,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie
Return_to_owner,,Dog,Neutered Male,6 years,Rottweiler,Black/Red
Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
Return_to_owner,,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby/Orange
Return_to_owner,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
Euthanasia,Aggressive,Dog,Spayed Female,5 years,Rottweiler,Black/Tan
Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle
Adoption,,Dog,Spayed Female,4 years,Bruss Griffon Mix,Tan
Transfer,Partner,Cat,Unknown,6 days,Domestic Shorthair Mix,Black/White
Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
Transfer,Partner,Dog,Spayed Female,3 months,Rhod Ridgeback/Labrador Retriever,Red/Black
Adoption,,Dog,Spayed Female,2 years,Australian Kelpie Mix,Black/Brown
Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black
Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby
Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Black/Tan
Adoption,,Dog,Spayed Female,2 years,Cairn Terrier Mix,White/Brown
Transfer,Partner,Dog,Intact Male,4 months,Weimaraner Mix,Blue
Return_to_owner,,Dog,Spayed Female,1 year,Labrador Retriever/Pit Bull,Tan/White
Return_to_owner,,Dog,Neutered Male,2 years,West Highland Mix,White
Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
Adoption,,Dog,Spayed Female,3 months,Chihuahua Shorthair Mix,Fawn
Transfer,SCRP,Cat,Intact Male,10 months,Domestic Shorthair Mix,Blue Tabby
Adoption,,Dog,Neutered Male,4 months,Australian Cattle Dog/Labrador Retriever,Blue Tick/Red
Transfer,Partner,Cat,Intact Male,3 years,Domestic Medium Hair Mix,Brown Tabby/White
Return_to_owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
Adoption,,Dog,Spayed Female,1 year,Catahoula Mix,White/Black
Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
Return_to_owner,,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black
Transfer,Partner,Dog,Intact Female,4 years,English Bulldog/Pit Bull,White/Tan
Return_to_owner,,Cat,Spayed Female,17 years,Domestic Shorthair Mix,Calico
Adoption,,Dog,Spayed Female,5 years,Maltese,White
Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/White
Adoption,,Dog,Neutered Male,4 years,Miniature Poodle Mix,Black/White
Euthanasia,Suffering,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Black
Adoption,,Dog,Neutered Male,1 year,Australian Shepherd Mix,White
Return_to_owner,,Dog,Neutered Male,8 years,Labrador Retriever Mix,Black/White
Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,White/Brown
Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,Brown/White
Return_to_owner,,Dog,Neutered Male,2 years,Doberman Pinsch Mix,Black/Brown
Transfer,Partner,Dog,Neutered Male,2 years,Australian Cattle Dog/Staffordshire,White/Brown
Adoption,,Cat,Spayed Female,4 years,Domestic Longhair Mix,Blue/White
Transfer,Partner,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby/White
Adoption,,Cat,Spayed Female,5 months,Siamese Mix,Lynx Point
Transfer,Partner,Dog,Neutered Male,6 months,Dachshund Longhair Mix,Tan
Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black
Return_to_owner,,Dog,Spayed Female,5 years,Weimaraner Mix,Gray
Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair,White
Return_to_owner,,Dog,Spayed Female,1 year,German Shepherd/Boxer,Brown/Black
Adoption,,Dog,Neutered Male,1 year,Siberian Husky Mix,Black/Tan
Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby
Adoption,,Cat,Neutered Male,5 months,Siamese/Japanese Bobtail,Seal Point
Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
Transfer,Partner,Dog,Neutered Male,1 year,Yorkshire Terrier,Brown/Gray
Adoption,,Dog,Spayed Female,2 years,Border Collie Mix,Chocolate/White
Transfer,Partner,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Tortie
Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby/White
Euthanasia,Suffering,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black
Return_to_owner,,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black
Adoption,,Dog,Spayed Female,7 years,Doberman Pinsch/Labrador Retriever,Fawn/Tan
Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Chow Chow,Yellow
Return_to_owner,,Cat,Spayed Female,12 years,Domestic Shorthair,Calico
Transfer,Partner,Dog,Neutered Male,4 years,Beagle,Tricolor
Transfer,Partner,Cat,Unknown,0 years,Domestic Shorthair Mix,Brown Tabby
Adoption,,Dog,Spayed Female,2 years,Bedlington Terr Mix,White
Euthanasia,Suffering,Cat,Intact Male,1 year,Domestic Shorthair,Black Tiger/White
Return_to_owner,,Dog,Neutered Male,2 years,Staffordshire Mix,Brown/White
Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue
Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Orange Tabby
Transfer,Partner,Dog,Intact Male,2 years,Queensland Heeler Mix,Brown Tiger
Transfer,Partner,Dog,Intact Male,2 days,Pit Bull Mix,Blue/White
Adoption,,Dog,Neutered Male,5 months,Manchester Terrier Mix,Black/Tan
Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Black
Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue
Transfer,SCRP,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby/White
Adoption,,Dog,Neutered Male,2 months,Dachshund Wirehair Mix,Tan
Return_to_owner,,Dog,Neutered Male,7 years,Dachshund Mix,Tan/White
Transfer,Partner,Dog,Neutered Male,4 years,Beauceron Mix,Black/Tan
Transfer,Partner,Dog,Intact Male,5 months,Chihuahua Shorthair Mix,Tan/White
Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
Adoption,,Dog,Neutered Male,2 months,Dachshund Mix,Red
Return_to_owner,,Dog,Neutered Male,14 years,Pit Bull Mix,White/Brown Brindle
Euthanasia,Court/Investigation,Dog,Spayed Female,4 years,Pit Bull Mix,White
Transfer,Partner,Dog,Intact Female,3 weeks,Pointer Mix,Black/White
Return_to_owner,,Dog,Neutered Male,4 years,Shih Tzu Mix,Black/Gray
Adoption,,Dog,Spayed Female,9 months,Labrador Retriever/Border Collie,Black/White
Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black
Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
Adoption,,Dog,Intact Male,1 month,Jack Russell Terrier Mix,Tan
Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby
Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Black
Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black
Adoption,,Dog,Neutered Male,3 years,Whippet Mix,Fawn
Transfer,SCRP,Cat,Unknown,4 months,Domestic Longhair Mix,Blue/White
Transfer,Partner,Dog,Neutered Male,6 years,Great Dane Mix,White/Black
Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Tortie
Return_to_owner,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown
Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby/White
Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown
Transfer,SCRP,Cat,Intact Female,9 months,Domestic Shorthair Mix,Orange Tabby
Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
Adoption,,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Tortie
Transfer,Partner,Dog,Intact Female,2 years,Rat Terrier/Chihuahua Shorthair,White/Tan
Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
Return_to_owner,,Dog,Spayed Female,5 years,Weimaraner Mix,Chocolate
Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
Adoption,,Dog,Spayed Female,2 months,Jack Russell Terrier/Cavalier Span,White/Red
Adoption,,Dog,Spayed Female,2 months,Cairn Terrier Mix,Tan
Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico Point
Transfer,SCRP,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black
Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
Return_to_owner,,Dog,Intact Female,4 years,Labrador Retriever Mix,Chocolate
Return_to_owner,,Dog,Neutered Male,4 years,Labrador Retriever Mix,Chocolate
Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue Tabby
Transfer,SCRP,Cat,Unknown,8 months,Domestic Shorthair Mix,Blue Tabby
Transfer,Partner,Dog,Spayed Female,2 years,Bullmastiff Mix,Sable
Transfer,Partner,Dog,Spayed Female,6 months,German Shorthair Pointer Mix,Liver Tick
Adoption,,Cat,Spayed Female,11 months,Domestic Shorthair Mix,Black
Adoption,,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,White/Red
Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico
